[Measurement for 1mb at 01:04:45 17.04.2014] 
Tshark:

  1   0.000000 fe80::5ef9:6aff:fe25:83d4 -> fe80::446a:b521:8794:ef65 ICMPv6 86 Neighbor Solicitation for fe80::446a:b521:8794:ef65 from 5c:f9:6a:25:83:d4
  2   0.000254 fe80::446a:b521:8794:ef65 -> fe80::5ef9:6aff:fe25:83d4 ICMPv6 86 Neighbor Advertisement fe80::446a:b521:8794:ef65 (sol, ovr) is at 00:24:d7:3f:fc:98
740   2.946012 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
741   2.946073  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=686001 Win=618752 Len=0
742   2.950846 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
743   2.950895 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
744   2.950932  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=688801 Win=669184 Len=0
745   2.950999 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
746   2.951035 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
747   2.951066  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=691601 Win=669184 Len=0
748   2.951127 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
749   2.951161 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
750   2.951192  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=694401 Win=669184 Len=0
751   2.951253 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
752   2.951294 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
753   2.951334  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=697201 Win=669184 Len=0
754   2.951396 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
755   2.951430 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
756   2.951462  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=700001 Win=669184 Len=0
757   2.951524 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
758   2.951642 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
759   2.951684  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=702801 Win=669184 Len=0
760   2.951767 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
761   2.951801 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
762   2.951832  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=705601 Win=669184 Len=0
763   2.951911 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
764   2.951945 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
765   2.951976  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=708401 Win=669184 Len=0
766   2.952056 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
767   2.952089 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
768   2.952121  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=711201 Win=669184 Len=0
769   2.952201 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
770   2.957177 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
771   2.957235  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=714001 Win=669184 Len=0
772   2.957327 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
773   2.957363 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
774   2.957399  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=716801 Win=669184 Len=0
775   2.957480 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
776   2.957514 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
777   2.957546  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=719601 Win=669184 Len=0
778   2.959167 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
779   2.959217 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
780   2.959256  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=722401 Win=669184 Len=0
781   2.959325 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
782   2.959360 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
783   2.959394  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=725201 Win=669184 Len=0
784   2.959455 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
785   2.959487 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
786   2.959518  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=728001 Win=669184 Len=0
787   2.959577 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
788   2.959611 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
789   2.959642  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=730801 Win=669184 Len=0
790   2.959701 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
791   2.959735 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
792   2.959766  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=733601 Win=669184 Len=0
793   2.959825 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
794   2.960030 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
795   2.960072  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=736401 Win=669184 Len=0
796   2.960154 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
797   2.960188 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
798   2.960221  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=739201 Win=669184 Len=0
799   2.960301 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
800   2.964915 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
801   2.964964  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=742001 Win=669184 Len=0
802   2.965033 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
803   2.965070 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
804   2.965103  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=744801 Win=669184 Len=0
805   2.965163 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
806   2.965196 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
807   2.965227  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=747601 Win=669184 Len=0
808   2.965287 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
809   2.965320 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
810   2.965351  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=750401 Win=669184 Len=0
811   2.965422 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
812   2.965457 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
813   2.965488  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=753201 Win=669184 Len=0
814   2.965548 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
815   2.965582 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
816   2.965614  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=756001 Win=669184 Len=0
817   2.965775 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
818   2.965812 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
819   2.965845  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=758801 Win=669184 Len=0
820   2.965906 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
821   2.965940 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
822   2.965971  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=761601 Win=669184 Len=0
823   2.966030 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
824   2.966064 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
825   2.966095  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=764401 Win=669184 Len=0
826   2.966155 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
827   2.966189 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
828   2.966221  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=767201 Win=669184 Len=0
829   2.966281 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
830   2.966314 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
831   2.966346  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=770001 Win=669184 Len=0
832   2.966419 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
833   2.966536 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
834   2.966602  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=772801 Win=669184 Len=0
835   2.966749 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
836   2.966810 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
837   2.966872  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=775601 Win=669184 Len=0
838   2.977207 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
839   2.977255 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
840   2.977293  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=778401 Win=669184 Len=0
841   2.977364 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
842   2.977399 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
843   2.977432  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=781201 Win=669184 Len=0
844   2.977494 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
845   2.977526 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
846   2.977557  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=784001 Win=669184 Len=0
847   2.977617 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
848   2.977649 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
849   2.977680  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=786801 Win=669184 Len=0
850   2.977740 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
851   2.977780 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
852   2.977813  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=789601 Win=669184 Len=0
853   2.977875 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
854   2.977972 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
855   2.978010  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=792401 Win=669184 Len=0
856   2.978073 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
857   2.978106 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
858   2.978138  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=795201 Win=669184 Len=0
859   2.978199 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
860   2.978232 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
861   2.978264  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=798001 Win=669184 Len=0
862   2.978324 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
863   2.978358 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
864   2.978393  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=800801 Win=669184 Len=0
865   2.978452 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
866   2.978486 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
867   2.978518  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=803601 Win=669184 Len=0
868   2.978579 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
869   2.978614 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
870   2.978647  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=806401 Win=669184 Len=0
871   2.978770 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
872   2.978805 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
873   2.978838  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=809201 Win=669184 Len=0
874   2.978899 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
875   2.978933 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
876   2.978966  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=812001 Win=669184 Len=0
877   2.979032 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
878   2.979076 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
879   2.979116  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=814801 Win=726528 Len=0
880   2.979187 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
881   2.979225 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
882   2.979264  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=817601 Win=726528 Len=0
883   2.979335 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
884   2.979377 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
885   2.979418  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=820401 Win=726528 Len=0
886   2.979491 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
887   2.979579 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
888   2.979625  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=823201 Win=726528 Len=0
889   2.979729 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
890   2.979770 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
891   2.979810  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=826001 Win=726528 Len=0
892   2.979905 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
893   2.979945 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
894   2.979983  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=828801 Win=726528 Len=0
895   2.983058 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
896   2.993745 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
897   2.993796  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=831601 Win=726528 Len=0
898   2.993870 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
899   2.993902 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
900   2.993934  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=834401 Win=726528 Len=0
901   2.993996 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
902   2.994029 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
903   2.994059  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=837201 Win=726528 Len=0
904   2.994121 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
905   2.994152 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
906   2.994183  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=840001 Win=726528 Len=0
907   2.994244 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
908   2.994276 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
909   2.994309  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=842801 Win=726528 Len=0
910   2.994373 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
911   2.994406 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
912   2.994438  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=845601 Win=726528 Len=0
913   2.994603 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
914   2.994639 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
915   2.994671  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=848401 Win=726528 Len=0
916   2.994735 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
917   2.994768 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
918   2.994801  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=851201 Win=726528 Len=0
919   2.994862 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
920   2.994894 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
921   2.994925  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=854001 Win=726528 Len=0
922   2.994985 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
923   2.995017 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
924   2.995048  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=856801 Win=726528 Len=0
925   2.995110 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
926   2.995143 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
927   2.995175  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=859601 Win=726528 Len=0
928   2.995237 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
929   2.995363 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
930   2.995406  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=862401 Win=726528 Len=0
931   2.995490 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
932   2.995523 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
933   2.995565  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=865201 Win=726528 Len=0
934   2.995662 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
935   2.995701 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
936   2.995738  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=868001 Win=726528 Len=0
937   2.995834 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
938   2.995874 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
939   2.995912  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=870801 Win=726528 Len=0
940   2.996009 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
941   2.996047 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
942   2.996085  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=873601 Win=726528 Len=0
943   2.996255 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
944   3.002572 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
945   3.002629  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=876401 Win=726528 Len=0
946   3.002702 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
947   3.002734 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
948   3.002766  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=879201 Win=726528 Len=0
949   3.002826 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
950   3.002858 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
951   3.002889  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=882001 Win=726528 Len=0
952   3.002949 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
953   3.002980 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
954   3.003011  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=884801 Win=726528 Len=0
955   3.003068 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
956   3.003101 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
957   3.003132  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=887601 Win=726528 Len=0
958   3.003192 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
959   3.003225 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
960   3.003256  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=890401 Win=726528 Len=0
961   3.003415 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
962   3.003452 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
963   3.003485  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=893201 Win=726528 Len=0
964   3.003546 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
965   3.003578 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
966   3.003611  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=896001 Win=726528 Len=0
967   3.003669 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
968   3.003702 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
969   3.003733  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=898801 Win=726528 Len=0
970   3.003792 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
971   3.003824 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
972   3.003856  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=901601 Win=726528 Len=0
973   3.003914 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
974   3.003947 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
975   3.003979  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=904401 Win=726528 Len=0
976   3.004039 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
977   3.004163 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
978   3.004202  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=907201 Win=726528 Len=0
979   3.004285 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
980   3.004317 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
981   3.004351  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=910001 Win=726528 Len=0
982   3.004452 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
983   3.004490 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
984   3.004528  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=912801 Win=726528 Len=0
985   3.004624 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
986   3.004664 54.230.97.235 -> 192.168.1.2  TCP 1454 [TCP segment of a reassembled PDU]
987   3.004701  192.168.1.2 -> 54.230.97.235 TCP 54 49703→80 [ACK] Seq=97 Ack=915601 Win=726528 Len=0
